BTS ASCII format															
															
Type:         	Emg tracks														
Measure unit: 	mV														
															
Tracks:       	14														
Frequency:    	1000 [Hz]														
Frames:       	11111														
Start time:   	0														
															
 Frame	  Time  	Right Rectus femoris  	Right Vastus medialis  	Right Vastus lateralis  	Right Tibialis anterior  	Right Biceps femoris caput longus  	Right Semitendinosus  	Right Gastrocnemius medialis  	Right Gastrocnemius lateralis  	Right Peroneus longus  	Right Soleus  	Right Erector spinae ileocostalis  	Right Tensor fasciae latae  	Right Gluteus maximus  	Right Gluteus medius
5935	5.935	-0.002	0.0161	0.0244	0.0014	-0.0127	-0.0122	0.0106	0.0102	0.0301	0.0075	0.0403	-0.0045	-0.058	-0.0666
5936	5.936	-0.0249	0.0103	0.0187	0.0067	0.0031	-0.0312	0.0162	0.0153	-0.0516	0.0118	0.0384	-0.0084	-0.0704	-0.0887
5937	5.937	-0.015	-0.0012	-0.0068	0.0061	0.0758	-0.0482	0.0152	0.0391	-0.0764	0.008	0.0403	-0.0119	-0.0817	-0.1088
5938	5.938	-0.0001	-0.0165	-0.0323	0.0104	0.0654	-0.0638	0.0273	0.1047	0.1251	0.0045	0.0353	-0.0282	-0.0838	-0.1124
5939	5.939	0.0082	-0.0104	-0.0025	0.0193	0.0936	-0.068	0.0188	0.1327	0.2064	0.0078	0.0246	-0.0132	-0.0821	-0.1158
5940	5.94	-0.0041	-0.0011	0.0093	0.0308	0.1195	-0.0544	-0.0041	0.0546	-0.1634	-0.0009	0.0206	-0.0105	-0.0738	-0.0889
5941	5.941	-0.0019	-0.0061	-0.0014	0.0478	0.0963	-0.0502	-0.0337	0.1063	-0.7449	-0.0145	0.0195	0.0068	-0.0664	-0.0637
5942	5.942	0.0083	-0.0136	0.0086	0.0143	-0.0103	-0.0535	-0.0855	0.0206	0.2607	-0.0169	0.0251	0.0047	-0.054	-0.054
5943	5.943	0.0139	-0.0149	0.0236	0.0097	-0.1785	-0.0434	-0.0211	-0.106	0.9458	-0.0281	0.0199	0.0068	-0.0423	-0.0513
5944	5.944	0.0122	-0.0161	-0.0064	-0.0122	-0.0665	-0.0404	-0.0296	-0.022	0.3222	0.0024	0.0155	0.0161	-0.0349	-0.0488
5945	5.945	0.0168	-0.0238	-0.0342	-0.0159	-0.0055	-0.0483	-0.006	-0.0985	-0.2444	0.0685	0.0061	0.001	-0.0226	-0.0367
5946	5.946	0.0072	-0.0247	-0.0089	-0.0338	-0.0239	-0.0458	-0.0699	-0.0571	-0.3472	-0.0358	0.0024	-0.009	-0.0144	-0.0122
5947	5.947	0.0084	-0.0182	0.0074	-0.0238	-0.0741	-0.048	-0.1992	0.0565	-0.0667	-0.0219	-0.0008	0.0115	-0.007	-0.0026
5948	5.948	0.0116	-0.007	0.0222	0.0034	-0.1197	-0.0338	0.0415	0.0412	0.0181	-0.0596	-0.0038	0.0198	-0.0032	0.012
5949	5.949	-0.0041	-0.03	0.0358	0.0001	-0.0779	-0.0283	0.1401	-0.1675	-0.0594	-0.0483	-0.0045	0.0076	0.0079	0.0198
5950	5.95	-0.0288	-0.0332	0.0678	-0.003	-0.0654	-0.0301	-0.0088	-0.1379	0.0106	-0.0172	-0.0087	0.0055	0.0152	0.0368
5951	5.951	-0.0452	-0.0243	0.072	0.0121	-0.0309	-0.0348	0.1271	-0.0569	-0.0536	0.0304	-0.0138	-0.0085	0.019	0.0431
5952	5.952	-0.0303	-0.0216	0.06	0.015	0.0001	-0.0225	0.2505	-0.0325	0.0042	0.0218	-0.0187	-0.0102	0.0225	0.0408
5953	5.953	-0.0167	-0.0042	0.0417	-0.0171	0.0283	-0.0209	0.0491	-0.0103	0.0568	0.0609	-0.0103	-0.0151	0.0191	0.0498
5954	5.954	-0.0044	0.0114	0.0382	-0.0213	0.0196	-0.0288	-0.0863	-0.0307	0.0085	0.0537	-0.0159	-0.0195	0.0158	0.0444
5955	5.955	-0.0067	0.0135	0.0231	-0.0012	0.0274	-0.0221	-0.0617	0.0247	0.0518	-0.0306	-0.0106	-0.0068	0.0071	0.0365
5956	5.956	-0.0049	0.0228	-0.0182	-0.0046	0.0346	-0.0111	0.0056	-0.0596	0.0119	-0.0192	-0.006	-0.0152	0.0079	0.0402
5957	5.957	0.0043	0.0246	-0.1064	-0.0012	0.0283	0.0025	0.026	-0.1363	-0.0243	0.0117	-0.0085	-0.0074	0.0047	0.0362
5958	5.958	0.0193	0.0292	-0.1695	-0.0098	0.0457	-0.0034	0.0077	-0.067	0.0087	-0.0169	-0.0016	-0.0113	0.0054	0.0328
5959	5.959	0.0091	0.0196	-0.089	-0.0015	0.0404	-0.0021	-0.0088	-0.0041	-0.0211	-0.0083	-0.0043	-0.0225	-0.0025	0.0335
5960	5.96	0.0108	0.0209	-0.0368	0.006	0.026	-0.0012	-0.0239	0.0074	0.0057	0.0151	-0.0018	-0.0117	0.0026	0.0269
5961	5.961	0.0056	0.0313	0.0106	0.0084	0.0478	-0.0006	-0.0098	0.0175	-0.0189	0.0221	-0.004	-0.002	-0.0039	0.0275
5962	5.962	-0.0051	0.0328	0.0191	0.0024	0.0435	-0.0126	-0.0222	0.0267	0.0039	0.0155	-0.0047	0.0018	0.0038	0.0266
5963	5.963	-0.012	0.0164	0.0422	0.0007	0.0324	-0.0057	-0.0107	0.035	0.0245	-0.002	-0.0062	0.0097	0.0132	0.0244
5964	5.964	-0.0284	0.0099	0.0206	-0.0042	0.0293	-0.0022	-0.0003	0.0272	0.0064	-0.0286	-0.0045	0.0193	0.0194	0.0236
5965	5.965	-0.0172	0.0039	0.0141	0.0036	0.0746	0.0011	-0.0096	0.0341	-0.01	-0.0145	-0.0059	0.0056	0.0271	0.0194
5966	5.966	0.0053	-0.0127	0.0083	0.0025	0.0684	0.0061	-0.0008	0.0403	0.0053	-0.0192	-0.0036	0.0076	0.0261	0.0177
5967	5.967	0.0083	-0.0105	0.0136	0.0064	0.0394	0.0086	-0.0086	0.0461	0.019	-0.0075	-0.0055	0.0228	0.0233	0.0179
5968	5.968	0.0165	-0.0124	0.0282	0.0056	0.0238	0.0182	-0.0015	0.0618	-0.0441	-0.0041	-0.0003	0.0169	0.0174	0.013
5969	5.969	0.0142	-0.003	0.0328	0.0088	-0.0002	0.0189	-0.0079	0.0762	-0.0782	-0.0009	0.0018	0.0079	0.0167	0.0123
5970	5.97	0.0077	-0.008	0.053	-0.0014	-0.0131	0.027	-0.0022	0.0542	-0.0673	0.002	-0.0012	0.0098	0.016	0.0081
5971	5.971	0.0098	-0.0094	0.0568	0.0057	-0.0729	0.0185	0.003	0.082	0.0562	-0.0007	0.0006	-0.0069	0.0143	0.0115
5972	5.972	0.0229	0.0003	0.0206	0.0022	-0.064	0.0189	-0.0211	0.0711	0.0733	0.0065	0.0022	-0.0089	0.0102	0.0126
5973	5.973	0.0179	0.0067	-0.0324	-0.008	0.0067	0.0155	-0.0342	0.0215	-0.0639	-0.0139	0.0035	-0.0107	0.016	0.0069
5974	5.974	0.0073	0.0078	-0.0394	0.0074	0.0353	0.007	-0.0062	0.0429	0.0292	-0.055	0.0092	-0.0124	0.0138	-0.0047
5975	5.975	-0.0079	0.0132	-0.0458	-0.0109	0.0269	0.0073	0.012	0.0621	0.1472	-0.0724	0.0056	-0.0004	0.013	0.0003
5976	5.976	-0.0263	0.0069	-0.0634	-0.0036	-0.0746	0.0039	0.0023	-0.0263	-0.0211	0.0075	0.0135	-0.0019	0.0161	-0.0074
5977	5.977	-0.0239	-0.0025	-0.0049	0.0213	-0.1157	0.0126	-0.0183	-0.0895	0.0014	0.0648	0.0063	-0.0143	0.0156	-0.0089
5978	5.978	-0.0128	0.0014	0.1123	-0.0016	-0.0271	0.0156	-0.0264	-0.032	-0.0592	0.0958	-0.0077	-0.0227	0.015	-0.0127
5979	5.979	-0.0229	0.0093	0.1289	0.0014	0.0767	0.0296	-0.0487	-0.0425	-0.0035	0.1051	0.0066	-0.0211	0.0201	-0.016
5980	5.98	-0.0284	0.0166	0.1136	0.0042	0.063	0.0268	-0.0037	0.0427	0.0808	0.0273	-0.0064	-0.0085	0.022	-0.013
5981	5.981	-0.0335	0.0141	0.0998	-0.0081	-0.0251	0.0131	0.0027	0.077	0.0048	-0.004	-0.0046	-0.0031	0.0249	-0.001
5982	5.982	-0.0196	0.0099	0.0624	-0.0146	-0.0365	0.0243	-0.0031	0.0251	0.0468	0.0243	0.0001	0.0019	0.0184	0.0006
5983	5.983	-0.0028	0.0048	0.0054	-0.0044	-0.0052	0.0466	-0.0191	-0.0977	-0.0161	0.0673	0.0042	0.0144	0.026	-0.0041
5984	5.984	0.0127	-0.0058	-0.0462	0.0012	-0.0337	0.0688	0.005	-0.0132	0.0416	0.0282	0.0005	0.0161	0.0206	-0.0056
5985	5.985	-0.0016	-0.0133	-0.074	-0.0072	-0.0428	0.023	0.0447	0.0942	-0.052	-0.0787	0.0062	0.0055	0.0178	-0.012
5986	5.986	-0.0148	-0.0092	-0.0823	-0.0117	-0.02	-0.0361	0.0926	0.1083	-0.1148	-0.094	0.0011	0.0015	0.0134	-0.0112
5987	5.987	-0.0133	-0.0103	-0.1211	-0.002	0.0151	-0.076	0.0602	0.0709	-0.195	-0.0525	0.0021	0.0103	0.0185	-0.0041
5988	5.988	0.0065	-0.0206	-0.1281	-0.0057	-0.0173	-0.0413	-0.0044	0.0827	-0.0383	-0.0401	-0.0106	0.0136	0.0119	-0.0069
5989	5.989	0.0201	-0.0247	-0.1343	-0.0089	-0.1054	0.0164	-0.0475	-0.0735	0.1189	-0.0287	-0.016	0.0126	0.0006	-0.0011
5990	5.99	0.0224	-0.0334	-0.175	-0.0059	-0.0674	0.008	-0.1022	-0.0955	0.2211	0.0023	-0.0075	0.0135	-0.004	-0.0018
5991	5.991	0.0335	-0.0256	-0.1375	-0.0123	-0.0096	0.0003	-0.0099	-0.1156	0.0175	-0.0073	-0.0121	0.0007	0.0055	0.0046
5992	5.992	0.0274	-0.0141	-0.0646	-0.0252	0.001	0.0062	0.0529	-0.1339	0.0443	0.0184	-0.0134	0.0026	0.0043	0.0004
5993	5.993	0.0182	-0.0095	-0.0124	-0.0197	0.0295	-0.0236	-0.005	-0.0834	0.0204	-0.005	-0.0022	-0.0058	0.0011	0.0012
5994	5.994	0.0065	-0.0025	0.0352	-0.0147	-0.0141	-0.0082	-0.0154	-0.0069	-0.0008	-0.0263	0.0116	-0.0227	-0.002	0.0033
5995	5.995	0.0019	-0.0037	0.0785	-0.0071	-0.0691	0.0057	0.07	-0.0206	-0.0207	0.006	0.0133	0.0065	-0.0028	0.004
5996	5.996	0.0088	0.0041	0.0708	-0.0086	-0.0623	0.0096	0.0814	0.0172	-0.0024	0.0234	-0.0021	-0.0054	0.0032	0.0131
5997	5.997	0.01	0.0072	0.0639	0.0051	-0.0041	0.0292	0.0291	0.0058	-0.0194	0.0924	-0.0288	-0.0162	0.0086	0.0222
5998	5.998	0.0067	0.0137	0.1226	0.0031	0.0504	0.018	-0.0564	-0.0043	-0.0345	-0.012	-0.0255	-0.013	0.001	0.017
5999	5.999	0.0097	0.0129	0.0995	0.0013	0.0998	0.0145	-0.1368	0.0432	-0.0205	-0.1373	-0.0092	-0.0219	-0.0126	0.0121
6000	6	0.0181	0.003	0.05	-0.0004	0.1188	0.0055	-0.0845	0.0343	-0.0078	-0.0196	-0.0004	-0.0028	-0.0217	0.0132
6001	6.001	0.0212	-0.0122	0.0437	-0.0019	0.1245	0.0025	0.0199	-0.0203	0.0272	-0.0043	0.0077	0.0094	-0.0232	0.0041
6002	6.002	0.0348	-0.002	0.0847	0.0068	0.0765	0.0146	0.0337	-0.0131	0.0407	0.0497	0.0088	0.0065	-0.0319	0.0039
6003	6.003	0.0366	0.0036	0.0475	0.0012	0.0183	0.0256	0.0211	0.0197	0.072	0.0357	0.0109	0.013	-0.0393	-0.002
6004	6.004	0.0417	0.002	-0.0157	0.0084	-0.0361	0.0112	0.0094	0.0376	0.063	0.0231	0.0129	0.0271	-0.0322	-0.0073
6005	6.005	0.0463	0.0066	-0.0761	0.0223	-0.0573	-0.002	0.0403	0.0538	-0.0487	0.0807	0.0311	0.0028	-0.0357	-0.0143
6006	6.006	0.0394	-0.003	-0.0839	0.0037	0.0271	0.003	-0.0073	0.0495	-0.1858	0.0704	0.0333	0.006	-0.0481	-0.0132
6007	6.007	0.0204	0.0007	-0.1053	-0.0088	0.0618	0.0259	-0.0506	-0.0163	-0.0557	-0.0717	0.0623	0.003	-0.0564	-0.0258
6008	6.008	-0.0043	-0.0071	-0.1376	0.0022	0.0098	0.0622	-0.0275	-0.0823	0.1637	-0.0515	0.0503	0.022	-0.0548	-0.0349
6009	6.009	-0.0207	-0.0101	-0.0846	0.0122	0.1521	0.0766	-0.0066	0.0131	0.0154	0.0039	-0.0046	0.0147	-0.0506	-0.0296
6010	6.01	-0.0505	-0.0038	0.0134	0.0203	0.2555	0.0239	0.0186	0.076	-0.2824	0.0204	-0.0595	0.008	-0.0494	-0.0155
6011	6.011	-0.0653	0.0007	0.1062	0.0034	0.0317	0.002	0.0376	0.0889	-0.1638	0.005	-0.0668	-0.0022	-0.0461	-0.0134
6012	6.012	-0.0462	-0.0019	0.119	-0.0078	-0.177	-0.058	0.0199	-0.0372	-0.1277	-0.0089	-0.0477	-0.0041	-0.043	-0.0184
6013	6.013	-0.0439	-0.0027	0.0848	0.0023	-0.3125	-0.1011	-0.0069	0.0136	-0.0291	0.1049	-0.0303	-0.0093	-0.0384	-0.0167
6014	6.014	-0.0283	0.0079	0.0121	-0.0034	-0.2881	-0.0777	-0.012	0.0293	0.0604	0.0594	-0.0252	-0.017	-0.0255	-0.0125
6015	6.015	-0.0345	0.0154	-0.0162	-0.0187	-0.2659	-0.0279	0.045	-0.0955	0.3042	-0.01	-0.0206	-0.0019	-0.0162	-0.0136
6016	6.016	-0.0624	0.0112	-0.0419	-0.0128	-0.2051	0.0435	0.0525	0.0226	0.0745	-0.0223	-0.0075	-0.004	-0.0111	-0.0145
6017	6.017	-0.0662	0.0074	-0.0651	0.0076	-0.0016	0.034	0.0451	-0.0536	-0.1342	-0.0797	0.0283	-0.0134	-0.0066	-0.0155
6018	6.018	-0.0481	0.004	-0.0436	-0.0007	0.0793	-0.009	0.0257	-0.0395	-0.2157	-0.0899	0.0234	-0.0152	0.0003	-0.0146
6019	6.019	-0.0184	-0.0034	0.0149	-0.0131	0.0544	-0.0322	0.0198	0.0238	0.0552	-0.0424	0.0277	-0.0138	0.0115	-0.0086
6020	6.02	0.0016	-0.012	0.0383	0.0023	0.0763	-0.025	-0.0391	-0.0105	0.019	-0.0164	-0.0003	-0.0126	0.0129	-0.0016
6021	6.021	0.0052	-0.009	0.0029	-0.008	0.0962	-0.0312	-0.0315	-0.0206	-0.1449	-0.0085	-0.0185	-0.009	0.0141	-0.0081
6022	6.022	0.015	-0.0122	0.0742	-0.0063	0.0773	0.0101	-0.0246	-0.068	-0.0551	-0.0296	-0.0088	0.0057	0.0227	0.0014
6023	6.023	0.0062	-0.0078	0.1596	0.0191	0.0601	0.0476	-0.0441	0.0096	0.0807	-0.0101	-0.0001	0.0116	0.0194	0.0077
6024	6.024	0.0089	-0.0037	0.1939	0.0082	-0.0166	-0.0055	-0.0386	0.1661	0.2037	0.0193	0.0134	0.0096	0.0182	0.0087
6025	6.025	0.0065	-0.0046	0.1833	-0.0216	-0.114	0.0019	-0.076	0.0092	0.0915	0.0143	0.006	-0.0058	0.0189	0.0056
6026	6.026	0.013	-0.0054	0.1358	0.0062	-0.0512	0.0474	-0.0034	-0.0519	0.0307	0.0192	0.0215	-0.0038	0.0246	0.0029
6027	6.027	0.011	-0.0086	0.0926	0.0026	0.0519	0.0651	0.0485	0.0403	0.0492	0.0238	0.0479	0.024	0.0345	0.0071
6028	6.028	-0.0058	-0.0059	0.0065	0.0058	0.0377	-0.0039	0.001	0.0904	0.0661	0.0279	0.0224	-0.0362	0.0469	0.0123
6029	6.029	-0.0214	-0.0138	-0.1199	0.0028	0.0499	-0.0699	0.0267	0.0444	0.0202	0.0389	-0.0273	-0.1657	0.0484	0.0229
6030	6.03	0.0091	-0.0083	-0.2375	0.0108	0.0614	-0.0264	0.0188	-0.1643	0.0341	0.0293	-0.0203	-0.1473	0.0467	0.0305
6031	6.031	0.0311	-0.0011	-0.2832	0.0035	0.0302	0.013	0.0116	-0.2537	0.0217	0.0146	0.012	0.0377	0.0397	0.0318
6032	6.032	0.051	0.0072	-0.2969	0.0056	0.1535	0.0203	0.0179	-0.1726	0.0105	0.001	0.0176	0.0621	0.0433	0.0355
6033	6.033	0.0618	0.0175	-0.2086	0.0076	0.3721	0.0142	0.0235	-0.0494	0.0005	0.0134	-0.0197	0.0397	0.0487	0.048
6034	6.034	0.0715	0.0104	-0.0821	-0.0017	0.2826	0.0086	0.0287	-0.0268	-0.009	0.0157	-0.0731	0.0194	0.0391	0.053
6035	6.035	0.0687	0.0066	0.0355	-0.0001	0.147	0.0248	-0.0053	-0.0064	-0.0005	0.0056	-0.0804	0.0377	0.0378	0.0576
6036	6.036	0.0439	0.0054	0.0506	0.0106	-0.0254	0.0203	-0.0539	0.012	-0.0082	0.0149	-0.0483	0.0209	0.0454	0.0423
6037	6.037	0.0075	0.0106	0.0088	0.0147	-0.1374	-0.0192	-0.0346	0.0287	-0.0152	0.0066	-0.031	0.0056	0.0381	0.0402
6038	6.038	-0.0069	0.0113	0.0212	0.0109	-0.2798	-0.0137	-0.0173	0.0439	-0.0092	0.0052	0.0061	0.0194	0.0315	0.0234
6039	6.039	-0.0113	0.007	0.0325	0.0165	-0.225	-0.0377	0.0626	0.0577	0.0079	0.0149	0.0107	0.0068	0.0254	0.0212
6040	6.04	-0.0634	0.0047	0.0427	0.0112	-0.2093	-0.0155	0.12	0.0701	0.0029	-0.0014	0.0238	0.0182	0.0138	0.015
6041	6.041	-0.0847	0.0025	0.052	0.0028	-0.1031	-0.0113	0.047	0.0353	-0.0402	-0.0349	0.0437	0.0284	0.0187	0.0019
6042	6.042	-0.0655	-0.0045	0.0433	-0.0121	0.1051	0.0291	-0.0385	0.0662	-0.0228	-0.0394	0.0545	0.0189	0.0079	-0.0168
6043	6.043	-0.0126	-0.0073	0.0355	-0.0182	0.1347	0.056	-0.0962	-0.0003	-0.007	-0.0435	0.0577	0.0274	-0.0019	-0.0441
6044	6.044	0.0086	-0.0099	0.0142	0.0097	0.1078	0.0322	-0.0024	0.0428	0.007	0.0168	0.0489	0.0351	-0.021	-0.0623
6045	6.045	0.0149	-0.0106	-0.018	0.0377	0.0346	-0.0159	-0.0149	0.0351	0.0466	0.1464	0.0626	0.0137	-0.0513	-0.0788
6046	6.046	0.009	-0.0213	-0.0472	0.0269	-0.032	-0.0349	-0.0495	0.0138	0.0096	-0.02	0.0402	0.0073	-0.0554	-0.0761
6047	6.047	0.0248	-0.0168	-0.0206	0.0368	0.0292	-0.0172	-0.0807	0.111	0.0536	-0.0422	-0.005	0.013	-0.0591	-0.0571
6048	6.048	0.0294	-0.0154	0.0037	0.0219	0.0478	0.0096	-0.1284	0.1805	-0.0343	-0.0217	-0.0893	0.0182	-0.0625	-0.0348
6049	6.049	0.0249	-0.0066	0.0523	0.0028	-0.07	0.0146	0.0008	0.0666	-0.1987	-0.0402	-0.0779	0.0229	-0.0655	-0.0262
6050	6.05	0.0049	0.0038	0.1106	-0.0344	-0.1159	0.0104	0.0561	-0.0101	0.0472	0.0776	-0.0049	0.0097	-0.0575	-0.029
6051	6.051	-0.0132	0.0078	0.1026	-0.0503	-0.1019	0.0067	0.1067	-0.191	0.0798	0.0929	0.0806	0.0058	-0.06	-0.0316
6052	6.052	-0.0297	0.0141	0.0811	-0.0164	-0.1648	0.0103	0.0306	-0.1173	-0.129	-0.0043	0.0692	-0.0049	-0.049	-0.0251
6053	6.053	-0.0326	0.013	0.0487	-0.012	-0.107	0.0007	-0.0388	-0.0052	-0.1561	-0.0419	0.0382	-0.0017	-0.0306	-0.0192
6054	6.054	-0.0245	0.0141	0.0193	-0.0001	-0.0754	0.0037	-0.0264	-0.0661	-0.1806	-0.0993	0.01	-0.0225	-0.0233	-0.0138
6055	6.055	-0.0022	0.0114	-0.0075	0.0253	-0.0846	0.012	0.0082	-0.0108	-0.1135	-0.0889	0.0188	-0.0088	-0.0077	-0.0055
6056	6.056	0.0186	0.0089	-0.0514	0.0156	-0.024	-0.0003	0.0811	-0.0275	-0.2154	0.0346	0.0267	-0.0015	0.0025	-0.0072
6057	6.057	0.0104	0.0204	-0.0809	0.0007	0.0308	-0.0338	0.1095	-0.1039	-0.1602	0.0851	0.0196	-0.0081	0.0081	-0.006
6058	6.058	0.003	0.0289	-0.1077	-0.024	0.024	-0.0579	0.0835	-0.0346	0.0921	0.1308	0.0132	-0.0182	0.0032	-0.0024
6059	6.059	0.0007	0.0244	-0.1032	-0.0338	0.0307	-0.0534	-0.0184	0.0028	0.4891	0.0613	0.0075	-0.0126	0.0109	0.0007
6060	6.06	0.0025	0.0148	-0.0903	-0.0309	0.0369	0.0068	-0.0045	-0.009	0.1195	-0.0018	-0.0405	-0.0076	0.0151	0.0121
6061	6.061	-0.0032	0.0036	-0.0545	-0.0118	0.0425	0.0672	0.008	0.001	0.0713	-0.1512	-0.0728	0.0031	0.0165	0.0166
6062	6.062	-0.0051	-0.004	0.018	-0.0094	0.0474	0.0126	0.0425	-0.0273	0.0274	-0.1713	-0.0435	-0.001	0.0177	0.0206
6063	6.063	-0.0068	-0.0025	0.0489	-0.0072	0.0429	-0.0229	0.0323	-0.0011	0.2257	-0.1156	-0.0275	0.0104	0.0294	0.0143
6064	6.064	-0.0082	-0.0087	0.0013	-0.0011	0.0389	-0.0037	0.0229	0.0223	0.0453	-0.065	-0.0131	0.0058	0.025	0.0175
6065	6.065	-0.002	-0.0076	0.0095	0.0119	0.0571	0.0609	-0.0201	0.0435	0.1439	0.0111	0.0002	0.0018	0.0238	0.0144
6066	6.066	0.0035	-0.0003	0.0168	0.0102	0.0869	0.0179	-0.059	0.0498	0.1741	-0.0031	0.0043	-0.0044	0.0328	0.0228
6067	6.067	-0.0017	0.0025	0.0092	0.0148	0.0907	-0.0054	-0.0659	0.0791	0.0389	0.0091	-0.0138	0.0105	0.0363	0.0218
6068	6.068	-0.0044	0.0085	0.028	-0.0004	0.0943	0.0018	-0.0594	0.0097	0.0142	0.0207	-0.0302	0.0126	0.0355	0.0145
6069	6.069	-0.0052	0.0138	0.0102	0.0302	0.0979	-0.0565	-0.0065	0.0001	-0.1428	0.0104	-0.0213	0.0108	0.0312	0.0153
6070	6.07	0.0001	0.0245	-0.0058	0.0082	0.0835	-0.0799	0.0006	0.1121	-0.2853	0.0198	-0.0184	0.0025	0.0255	0.0145
6071	6.071	0.0067	0.0139	0.0669	-0.0439	0.043	-0.0585	0.0071	0.0663	-0.1558	-0.0234	-0.0057	0.001	0.0142	0.0123
6072	6.072	-0.001	0.0044	0.1191	-0.051	-0.0325	-0.0002	0.0129	0.0249	0.0965	-0.0313	0.0057	-0.014	0.0094	0.0129
6073	6.073	-0.0062	0.0033	0.11	-0.0187	-0.063	-0.0393	0.0077	0.0626	0.2046	-0.01	0.008	-0.0158	0.0051	0.0134
6074	6.074	-0.0034	-0.0044	0.0498	-0.0013	0.0418	-0.0605	0.0029	0.0972	-0.025	0.0092	0.0063	-0.0173	-0.0098	0.0117
6075	6.075	0.0026	-0.0115	-0.0362	0.0039	0.0559	-0.0021	-0.0102	0.1076	-0.1139	0.0266	0.0047	-0.0053	-0.0116	0.007
6076	6.076	0.0096	-0.0122	-0.0247	0.0183	-0.0069	-0.0099	-0.022	0.0413	-0.0868	0.0318	0.0003	-0.0191	-0.0169	0.0027
6077	6.077	0.0051	-0.0179	-0.056	0.0138	0.0049	-0.0312	-0.0184	-0.0191	-0.0134	0.0462	-0.0037	-0.0284	-0.0149	-0.0037
6078	6.078	0.0111	-0.0292	-0.1035	0.0099	-0.0677	-0.0119	-0.0084	-0.0583	-0.0359	0.0241	-0.0024	-0.0198	-0.0162	-0.0046
6079	6.079	0.0118	-0.0341	-0.0951	0.0063	-0.1148	0.0173	-0.0112	-0.0512	-0.0562	-0.0039	-0.0033	-0.0122	-0.0146	-0.0009
6080	6.08	0.0098	-0.0294	-0.0875	-0.0102	-0.106	0.0437	-0.0085	-0.0189	-0.1861	0.0361	-0.0002	-0.0109	-0.0181	-0.0002
6081	6.081	0.0041	-0.0195	-0.0523	-0.0014	-0.0353	0.0483	0.0139	-0.1072	-0.1692	0.0412	0.0025	0.0055	-0.0168	0.0015
6082	6.082	0.0063	-0.0029	0.0058	-0.0041	0.0122	0.0527	-0.0009	-0.2967	0.0303	0.0458	0.0154	0.0122	-0.0136	0.0044
6083	6.083	0.0084	-0.0005	0.0135	-0.0018	-0.0133	0.0166	-0.0036	-0.107	0.1661	0.0237	0.0433	0.0103	-0.0161	-0.0003
6084	6.084	-0.001	0.0017	0.0064	-0.0221	-0.0833	0.002	0.0137	0.0656	-0.056	-0.0043	0.0712	0.0197	-0.0168	-0.002
6085	6.085	-0.0106	-0.0037	0.0258	-0.0194	-0.0357	-0.0025	-0.0199	0.0434	-0.0862	-0.0591	0.0166	0.0045	-0.0144	0.0032
6086	6.086	-0.0094	0.0049	0.0318	0.0129	0.0938	-0.0224	0.0334	-0.0581	0.2115	-0.0046	-0.0067	-0.0015	-0.0036	0.0012
6087	6.087	-0.0083	0.0066	0.0373	0.0261	0.3713	0.0249	-0.0164	-0.0024	0.2508	0.0308	0.0146	0.0116	0.0041	-0.0071
6088	6.088	0.0031	0.0027	0.0327	0.0142	0.4899	0.0442	-0.0615	-0.019	-0.0741	0.0371	-0.0046	0.0099	0.0056	0.0007
6089	6.089	0.0137	0.004	0.0285	0.0034	0.3093	0.0149	-0.0086	0.0575	-0.205	-0.004	-0.0103	0.0114	0.012	0.0079
6090	6.09	0.0262	0.0167	0.0405	-0.0064	0.0137	-0.0333	0.027	0.0438	-0.0065	-0.0628	-0.0367	0.0074	0.0177	0.0124
6091	6.091	0.0312	0.0151	0.0299	0.0144	-0.185	-0.0657	0.0595	-0.019	0.1017	-0.0863	-0.0318	0.0037	0.0251	0.0149
6092	6.092	0.0235	0.0107	0.0203	-0.0158	-0.2931	-0.0715	0.0186	-0.0074	0.2001	-0.0224	-0.0272	-0.0019	0.0355	0.0079
6093	6.093	0.0083	0.0148	0.0116	-0.0119	-0.457	-0.0342	-0.0402	-0.0384	-0.0085	-0.0141	0.0089	-0.005	0.0342	0.0087
6094	6.094	0.0063	0.0036	0.0035	-0.0012	-0.4269	-0.0004	0.0144	-0.0478	-0.1981	0.0246	0.0427	-0.0114	0.0305	0.0044
6095	6.095	0.0045	-0.0039	-0.0137	0.0086	-0.1827	0.0481	0.0785	-0.0218	-0.2224	0.0316	0.0647	0.0013	0.0337	0.0037
6096	6.096	-0.0005	-0.0135	-0.0203	0.0114	-0.0185	0.0156	0.1217	0.0488	-0.155	0.0252	0.0287	-0.0043	0.0326	0.0029
6097	6.097	-0.005	-0.0171	-0.0061	0.0305	0.1901	0.0211	0.0511	0.1532	0.1502	0.0543	-0.0149	-0.0197	0.0262	0.0071
6098	6.098	-0.0201	-0.0067	0.0069	0.0181	0.1089	0.0581	-0.0722	0.1394	0.3687	0.017	-0.0324	-0.0177	0.0133	0.0112
6099	6.099	-0.0385	-0.0026	0.0257	0.0114	0.0351	0.0627	-0.19	-0.0248	0.0909	0.0025	-0.0378	-0.0197	-0.0035	0.0086
6100	6.1	-0.0408	0.0038	0.0282	0.0093	-0.0321	0.0495	-0.1748	-0.0473	0.0549	0.0421	-0.0621	-0.008	-0.0146	0.0026
6101	6.101	-0.0295	0.0116	0.0081	-0.0038	-0.1746	0.0297	-0.022	-0.1084	0.0223	0.0155	-0.0753	0.0025	-0.033	0.0121
