participant_id,actual_age,gplearn_pred,gplearn_error,group,selected_features
36,22.0,66.256382,44.256382,1,stride_timing_cv_walking;rom_roll_ratio_stepforward_walk;peak_roll_walkingincline;peak_roll_walking;rom_roll_walking;vaf_stepforward;stride_timing_cv_walkingincline;rom_pitch_walkingincline;rom_roll_walkingincline;rom_pitch_walking;rom_roll_steplateral;rom_pitch_stepforward
8,33.0,64.88807820243238,31.888078202432386,1,peak_roll_walkingincline;rom_roll_ratio_stepforward_walk;stride_timing_cv_walking;peak_roll_walking;rom_pitch_walkingincline;rom_roll_walkingincline;rom_roll_walking;rom_pitch_walking;stride_timing_cv_walkingincline;rom_pitch_stepforward;vaf_stepforward;peak_pitch_stepforward
22,22.0,52.93500918363027,30.93500918363027,1,stride_timing_cv_walking;rom_pitch_stepforward;peak_roll_walkingincline;rom_roll_ratio_stepforward_walk;stride_timing_cv_walkingincline;peak_roll_walking;rom_pitch_walkingincline;peak_pitch_stepforward;rom_roll_walkingincline;rom_pitch_walking;rom_roll_walking
20,23.0,52.992374073354426,29.992374073354423,1,stride_timing_cv_walking;peak_roll_walkingincline;rom_roll_ratio_stepforward_walk;rom_pitch_stepforward;vaf_stepforward;stride_timing_cv_walkingincline;peak_roll_walking;rom_pitch_walkingincline;rom_roll_walkingincline;rom_pitch_walking;rom_roll_walking;peak_pitch_stepforward
