permutation,null_auc
364,0.4134615384615385
365,0.5576923076923077
366,0.05288461538461539
367,0.3028846153846154
368,0.4855769230769231
369,0.5384615384615385
370,0.4567307692307693
371,0.41826923076923084
372,0.4519230769230769
373,0.701923076923077
374,0.6586538461538461
375,0.3317307692307692
376,0.39903846153846156
377,0.2692307692307692
378,0.5673076923076923
379,0.6057692307692308
380,0.4375
381,0.4807692307692308
382,0.33653846153846156
383,0.7788461538461539
384,0.3894230769230769
385,0.5336538461538461
386,0.4375
387,0.423076923076923
388,0.6538461538461537
389,0.5865384615384616
390,0.4038461538461539
391,0.4086538461538462
392,0.46634615384615385
393,0.591346153846154
394,0.2932692307692308
395,0.14423076923076922
396,0.5432692307692307
397,0.4182692307692307
398,0.2548076923076923
399,0.40865384615384615
400,0.5240384615384616
401,0.4278846153846153
402,0.5192307692307693
403,0.5528846153846154
404,0.20673076923076927
405,0.3605769230769231
406,0.3942307692307692
407,0.701923076923077
408,0.44711538461538464
409,0.5673076923076923
410,0.34615384615384615
411,0.4326923076923077
412,0.5096153846153846
413,0.46153846153846156
414,0.5336538461538463
415,0.3076923076923077
416,0.2932692307692308
417,0.4759615384615385
418,0.28846153846153844
419,0.17307692307692307
420,0.3846153846153847
421,0.33653846153846156
422,0.7115384615384616
423,0.514423076923077
424,0.47115384615384615
425,0.4230769230769231
426,0.6009615384615384
427,0.5096153846153846
428,0.548076923076923
429,0.3701923076923077
430,0.5336538461538461
431,0.6105769230769231
432,0.5673076923076923
433,0.4951923076923077
434,0.11538461538461538
435,0.6057692307692307
436,0.4807692307692308
437,0.5913461538461539
438,0.3125
439,0.4807692307692308
440,0.5576923076923077
441,0.25
442,0.6730769230769231
443,0.7019230769230769
444,0.6490384615384616
445,0.5192307692307693
446,0.5576923076923077
447,0.6923076923076923
448,0.5432692307692308
449,0.4519230769230769
450,0.5
451,0.6490384615384616
452,0.5
453,0.6394230769230769
454,0.5480769230769231
455,0.4807692307692307
456,0.7403846153846154
457,0.3701923076923077
458,0.28365384615384615
459,0.33653846153846156
460,0.40865384615384615
461,0.7596153846153846
462,0.3653846153846154
463,0.576923076923077
464,0.3605769230769231
465,0.5817307692307692
466,0.4663461538461538
467,0.6298076923076923
468,0.4903846153846154
469,0.610576923076923
470,0.2980769230769231
471,0.4278846153846154
472,0.3605769230769231
473,0.3942307692307693
474,0.3798076923076923
475,0.5096153846153846
476,0.2932692307692308
477,0.4951923076923077
478,0.5673076923076923
479,0.2980769230769231
480,0.4807692307692307
481,0.5961538461538461
482,0.5144230769230769
483,0.125
484,0.389423076923077
485,0.5
486,0.7163461538461539
487,0.6971153846153846
488,0.38461538461538464
489,0.11057692307692309
490,0.4375
491,0.47596153846153844
492,0.4086538461538462
493,0.30288461538461536
494,0.5673076923076923
495,0.6875
496,0.4423076923076923
497,0.2548076923076923
498,0.34134615384615385
499,0.5913461538461539
500,0.48557692307692313
