permutation,null_auc
435,0.40384615384615385
436,0.43749999999999994
437,0.375
438,0.27884615384615385
439,0.5576923076923077
440,0.46153846153846156
441,0.4807692307692308
442,0.4711538461538462
443,0.5384615384615385
444,0.46153846153846156
445,0.2596153846153847
446,0.5
447,0.48076923076923084
448,0.43269230769230765
449,0.22596153846153846
450,0.5769230769230769
451,0.39903846153846156
452,0.451923076923077
453,0.3894230769230769
454,0.44230769230769235
455,0.125
456,0.6538461538461539
457,0.3365384615384615
458,0.2932692307692307
459,0.23557692307692307
460,0.25480769230769235
461,0.6875
462,0.5961538461538461
463,0.33653846153846156
464,0.2548076923076923
465,0.2451923076923077
466,0.5240384615384616
467,0.3894230769230769
468,0.33653846153846156
469,0.36057692307692313
470,0.5
471,0.3365384615384615
472,0.22596153846153846
473,0.11057692307692307
474,0.31249999999999994
475,0.23076923076923078
476,0.28365384615384615
477,0.30288461538461536
478,0.2980769230769231
479,0.42307692307692313
480,0.3125
481,0.5625
482,0.7403846153846153
483,0.038461538461538464
484,0.6682692307692308
485,0.3701923076923077
486,0.5432692307692308
487,0.6105769230769231
488,0.4471153846153847
489,0.13461538461538464
490,0.2548076923076923
491,0.21634615384615385
492,0.2884615384615385
493,0.25
494,0.47115384615384615
495,0.6009615384615385
496,0.4807692307692307
497,0.49999999999999994
498,0.33653846153846156
499,0.5048076923076924
500,0.375
